Gender,Married,Dependents,Education,Self_Employed,Credit_History,Property_Area,Total_Income,LoanAmount,Loan_Amount_Term,Loan_Status
1,0,0.0,0,0,0.0,1,14999.0,242.0,360.0,0
1,1,2.0,1,0,1.0,0,5630.0,129.0,360.0,0
1,1,2.0,0,0,1.0,0,7125.0,185.0,360.0,0
1,0,0.0,0,0,1.0,2,5417.0,168.0,360.0,1
1,1,0.0,0,0,1.0,1,4732.0,122.0,360.0,1
0,1,0.0,0,0,1.0,1,6816.0,100.0,360.0,1
0,1,2.0,0,0,1.0,2,14866.0,70.0,360.0,1
1,1,1.0,0,0,1.0,2,2963.0,30.0,360.0,1
0,0,0.0,0,0,1.0,0,11666.0,225.0,360.0,0
1,1,0.0,0,0,1.0,1,5690.0,125.0,360.0,1
1,0,0.0,0,0,0.0,0,6277.0,118.0,360.0,0
1,1,0.0,0,1,1.0,0,6327.0,152.0,360.0,1
1,0,0.0,0,0,1.0,2,9166.0,244.0,360.0,0
1,1,2.0,1,0,1.0,0,2281.0,113.0,360.0,0
1,0,0.0,0,0,1.0,2,3254.0000000000005,50.0,360.0,1
1,1,1.0,0,0,1.0,0,6000.0,160.0,360.0,1
1,1,1.0,0,0,1.0,2,9538.0,187.0,360.0,1
1,0,0.0,0,0,1.0,0,5063.0,120.0,360.0,1
1,1,0.0,0,0,1.0,1,10208.0,255.0,360.0,1
1,1,0.0,1,0,1.0,1,2904.0,98.0,360.0,1
1,1,0.0,0,0,1.0,2,7933.0,275.0,360.0,0
1,1,1.0,0,0,0.0,1,4369.0,121.0,360.0,0
1,1,2.0,0,0,1.0,0,5614.0,158.0,360.0,1
1,1,0.0,0,0,1.0,0,6873.0,182.0,360.0,1
0,1,0.0,0,0,1.0,0,4583.0,112.0,360.0,0
1,1,0.0,0,0,1.0,0,5772.0,129.0,360.0,1
1,0,0.0,0,0,0.0,1,2237.0,63.0,480.0,0
1,1,2.0,0,0,1.0,1,8000.0,200.0,360.0,1
1,1,0.0,1,0,1.0,0,3589.0000000000005,95.0,360.0,1
1,1,0.0,0,0,1.0,1,11333.0,187.0,360.0,1
1,1,0.0,1,1,1.0,1,5080.0,87.0,360.0,0
1,1,0.0,0,0,1.0,0,5461.0,116.0,360.0,1
1,1,2.0,0,0,1.0,0,3663.9999999999995,101.0,360.0,1
1,1,1.0,0,0,1.0,1,3750.0,116.0,360.0,1
1,0,0.0,1,0,0.0,2,3784.0,102.0,480.0,0
1,1,1.0,0,0,0.0,2,13650.0,180.0,360.0,0
1,0,0.0,0,0,1.0,0,6979.0,67.0,360.0,0
0,1,0.0,0,0,1.0,1,3625.0,108.0,360.0,1
1,1,1.0,0,1,0.0,0,2178.0,66.0,300.0,0
1,1,0.0,0,0,1.0,0,4521.0,58.000000000000014,360.0,1
1,1,0.0,0,1,1.0,0,5970.0,168.0,360.0,1
1,0,0.0,1,0,1.0,0,4885.0,47.999999999999986,360.0,1
1,0,0.0,0,0,1.0,1,12000.0,164.0,360.0,0
1,1,0.0,1,0,1.0,2,6033.0,160.0,360.0,0
1,0,0.0,0,0,1.0,1,3858.0,76.0,360.0,1
1,0,0.0,0,0,1.0,0,4191.0,120.0,360.0,1
1,1,1.0,0,0,1.0,1,5708.0,170.0,360.0,0
1,0,0.0,0,0,1.0,0,12083.0,187.0,360.0,1
0,0,0.0,1,0,1.0,2,4272.0,120.0,360.0,1
0,1,0.0,0,0,1.0,1,6232.0,113.0,360.0,1
1,0,0.0,0,1,1.0,2,11000.0,83.0,360.0,0
1,1,1.0,1,0,1.0,1,5100.0,90.0,360.0,1
1,0,2.0,0,0,0.0,1,4923.0,166.0,360.0,1
1,1,1.0,1,0,1.0,2,4583.0,135.0,360.0,1
1,1,2.0,1,0,1.0,1,3917.0,124.0,360.0,1
0,0,0.0,1,0,1.0,1,4408.0,120.0,360.0,1
0,0,0.0,0,0,1.0,2,3244.0,80.0,360.0,1
1,0,0.0,1,0,1.0,0,6506.0,55.0,360.0,1
1,0,0.0,0,0,1.0,2,2479.0,59.0,360.0,1
1,0,0.0,0,0,1.0,1,3418.0,127.0,360.0,0
0,0,0.0,0,0,1.0,1,10000.0,214.0,360.0,0
1,1,3.0,0,0,0.0,1,4680.0,128.0,360.0,0
1,1,1.0,0,1,1.0,2,7787.0,240.0,360.0,1
1,1,3.0,1,1,1.0,0,5703.0,130.0,360.0,1
1,1,0.0,0,0,1.0,2,6194.0,137.0,360.0,1
1,1,3.0,1,0,1.0,1,4833.0,100.0,360.0,1
1,1,0.0,0,0,1.0,0,1950.0,135.0,360.0,0
1,1,0.0,0,0,1.0,1,5502.0,131.0,360.0,1
1,1,2.0,0,0,0.0,1,5000.0,72.0,360.0,0
0,1,2.0,0,0,1.0,1,6666.0,127.0,360.0,1
1,1,0.0,0,0,0.0,2,2221.0,59.999999999999986,360.0,0
1,1,2.0,0,0,1.0,1,5726.0,116.0,360.0,1
1,0,0.0,0,0,1.0,1,5762.0,144.0,360.0,1
1,1,0.0,0,0,1.0,1,8588.0,175.0,360.0,1
1,1,0.0,0,0,1.0,1,6250.0,128.0,360.0,1
1,1,0.0,0,0,1.0,0,3249.9999999999995,170.0,360.0,0
1,1,0.0,1,1,1.0,2,4735.0,138.0,360.0,0
1,1,2.0,0,0,1.0,1,7945.0,210.0,360.0,1
1,1,0.0,0,0,1.0,1,4758.0,158.0,480.0,1
1,0,0.0,0,1,1.0,0,6400.0,200.0,360.0,1
1,1,1.0,0,0,1.0,1,4545.0,104.0,360.0,1
1,0,0.0,1,0,1.0,0,5787.0,120.0,360.0,1
0,0,0.0,0,0,1.0,1,8333.0,280.0,360.0,1
1,1,1.0,0,0,1.0,1,4934.0,140.0,360.0,1
1,1,1.0,0,0,1.0,0,6760.0,170.0,360.0,1
1,1,0.0,0,0,1.0,2,5746.0,255.0,360.0,0
0,0,0.0,0,1,1.0,2,3463.0,122.0,360.0,1
0,0,1.0,0,0,1.0,0,3812.0,112.0,360.0,1
1,1,1.0,0,0,1.0,1,3314.9999999999995,96.0,360.0,1
1,1,2.0,0,0,1.0,0,10819.0,120.0,360.0,1
1,1,2.0,0,1,1.0,0,7550.0,108.0,360.0,1
1,1,0.0,1,0,1.0,1,7823.0,123.0,360.0,1
1,1,2.0,0,0,1.0,2,9703.0,112.0,360.0,1
1,1,1.0,0,0,1.0,1,4725.0,123.0,480.0,1
1,1,0.0,0,0,1.0,2,3677.0,90.0,360.0,1
1,1,0.0,1,0,0.0,1,5558.0,201.0,360.0,0
0,0,2.0,0,0,1.0,2,3426.9999999999995,138.0,360.0,0
1,0,0.0,1,1,1.0,0,4750.0,104.0,360.0,1
1,0,0.0,0,1,0.0,2,16250.0,192.0,360.0,0
0,0,3.0,0,0,1.0,0,3083.0,255.0,360.0,1
1,0,0.0,1,0,0.0,0,6045.0,115.0,360.0,0
1,1,3.0,0,0,1.0,2,5250.0,94.0,360.0,0
1,1,0.0,0,0,1.0,0,16783.0,304.0,360.0,0
1,1,3.0,1,0,1.0,1,4931.0,128.0,360.0,0
1,1,1.0,0,0,1.0,2,10333.0,330.0,360.0,1
1,0,0.0,0,0,1.0,1,4269.0,134.0,360.0,1
0,0,0.0,0,0,1.0,0,7200.0,120.0,360.0,1
1,0,0.0,0,1,1.0,1,5166.0,128.0,360.0,1
1,0,0.0,0,0,1.0,0,7542.0,151.0,360.0,1
1,1,2.0,0,0,1.0,1,6095.0,150.0,360.0,1
1,1,3.0,0,0,0.0,2,6144.0,160.0,360.0,1
0,0,0.0,0,0,1.0,0,3418.0,135.0,360.0,0
0,0,1.0,0,0,1.0,2,4436.0,90.0,360.0,1
0,0,0.0,0,0,1.0,2,3237.0000000000005,30.0,360.0,1
1,1,0.0,0,0,1.0,2,11146.0,136.0,360.0,1
1,0,0.0,0,0,1.0,0,4690.0,126.0,360.0,1
1,1,0.0,0,0,1.0,1,4843.0,150.0,360.0,1
1,1,2.0,0,0,1.0,1,3900.0,90.0,360.0,1
1,1,1.0,0,0,1.0,1,4592.0,115.0,360.0,1
1,1,0.0,0,0,1.0,1,7267.0,207.0,360.0,1
1,1,0.0,0,0,1.0,2,4403.0,80.0,360.0,1
0,1,0.0,1,0,1.0,0,4100.0,124.0,360.0,1
1,0,1.0,1,1,0.0,2,6479.0,158.0,360.0,0
1,1,0.0,0,0,1.0,1,4727.0,112.0,360.0,1
0,0,0.0,0,0,1.0,2,3477.0000000000005,54.0,360.0,1
1,1,0.0,0,0,1.0,0,20667.0,146.41216216216216,360.0,0
1,0,0.0,0,0,1.0,0,6211.0,89.0,360.0,1
0,0,0.0,0,1,1.0,1,4317.0,99.0,300.0,0
1,1,0.0,0,0,1.0,0,5704.0,120.0,360.0,1
0,0,0.0,0,0,1.0,1,4124.0,115.0,360.0,1
1,0,0.0,0,0,1.0,0,9508.0,187.0,360.0,1
1,1,0.0,0,0,1.0,0,5491.0,139.0,360.0,1
1,1,2.0,0,0,0.0,1,4400.0,127.0,360.0,0
1,1,2.0,0,0,1.0,2,4713.0,134.0,360.0,1
0,0,0.0,0,0,0.0,2,5417.0,143.0,480.0,0
1,1,0.0,0,0,1.0,1,5717.0,172.0,360.0,1
1,1,3.0,0,0,1.0,2,5666.0,110.0,360.0,1
1,1,1.0,0,0,1.0,1,6875.0,200.0,360.0,1
0,1,1.0,0,0,1.0,2,4666.0,135.0,360.0,1
0,0,0.0,0,0,1.0,0,7541.0,151.0,480.0,0
1,1,1.0,0,0,1.0,2,4939.0,113.0,360.0,0
1,1,0.0,1,0,0.0,2,4734.0,93.0,360.0,0
1,1,0.0,1,0,1.0,1,4625.0,105.0,360.0,1
0,0,0.0,0,0,1.0,0,5000.0,132.0,360.0,1
1,1,1.0,0,0,1.0,2,3428.0000000000005,96.0,360.0,1
1,0,0.0,0,0,1.0,0,6500.0,140.0,360.0,1
1,0,0.0,1,0,1.0,2,2000.0,146.41216216216216,360.0,0
0,0,0.0,0,0,1.0,0,5428.0,135.0,360.0,1
0,0,0.0,0,0,0.0,2,4263.0,104.0,360.0,0
1,1,2.0,1,0,1.0,0,7667.0,185.0,360.0,1
0,0,0.0,0,0,1.0,1,2917.0,84.0,360.0,1
1,0,0.0,1,0,1.0,1,5332.0,111.0,360.0,1
0,0,0.0,0,0,1.0,0,2507.0,56.0,360.0,1
1,1,0.0,0,0,1.0,0,4316.0,159.0,360.0,0
1,1,2.0,0,0,1.0,1,3717.0,120.0,360.0,1
1,1,0.0,0,0,1.0,2,4192.0,88.0,360.0,1
0,0,1.0,0,0,1.0,1,3541.0000000000005,112.0,360.0,1
1,1,1.0,0,1,1.0,0,10000.0,155.0,360.0,0
1,1,0.0,0,0,1.0,1,4567.0,115.0,360.0,1
1,1,3.0,0,0,1.0,1,4531.0,124.0,360.0,1
1,1,2.0,1,0,1.0,0,5191.0,146.41216216216216,360.0,1
0,0,0.0,0,0,1.0,0,6151.0,132.0,360.0,1
1,1,3.0,0,0,1.0,0,15000.0,300.0,360.0,1
1,0,0.0,0,0,0.0,0,4917.0,130.0,360.0,1
1,1,0.0,0,1,1.0,1,7978.0,184.0,360.0,1
0,1,0.0,0,0,1.0,2,6784.0,110.0,360.0,0
0,0,0.0,0,0,1.0,2,2500.0,67.0,360.0,1
1,0,1.0,0,0,1.0,2,6177.0,117.0,360.0,1
1,0,0.0,0,0,1.0,1,2935.0000000000005,98.0,360.0,1
1,0,0.0,0,0,1.0,2,2833.0,71.0,360.0,1
1,1,0.0,0,1,1.0,1,9993.0,70.0,360.0,1
1,1,1.0,0,0,1.0,0,5938.0,160.0,360.0,1
1,1,2.0,0,1,1.0,0,7100.0,176.0,360.0,1
0,0,3.0,1,0,0.0,2,1830.0,146.41216216216216,360.0,0
0,0,0.0,0,0,1.0,1,4160.0,71.0,360.0,1
1,1,3.0,1,0,1.0,0,4234.0,173.0,360.0,0
0,0,0.0,0,0,1.0,0,2378.0,46.000000000000014,360.0,0
1,1,1.0,1,0,1.0,2,5783.0,158.0,360.0,1
1,1,3.0,1,0,1.0,1,3173.0000000000005,74.0,360.0,1
1,1,2.0,0,0,1.0,0,4913.0,125.0,360.0,1
1,1,0.0,0,0,1.0,1,4957.0,160.0,360.0,1
1,1,0.0,1,0,0.0,0,6753.0,152.0,360.0,0
1,1,2.0,1,0,1.0,2,5251.0,126.0,360.0,1
1,1,0.0,0,0,1.0,1,10916.0,259.0,360.0,1
1,1,0.0,0,0,1.0,0,8875.0,187.0,360.0,1
1,1,0.0,0,0,1.0,1,9083.0,228.0,360.0,1
1,0,0.0,0,0,1.0,0,12917.0,308.0,360.0,0
1,1,3.0,0,0,1.0,0,4749.0,95.0,360.0,1
0,1,0.0,0,1,0.0,0,5500.0,105.0,360.0,0
0,1,0.0,0,0,1.0,1,2928.0,130.0,360.0,1
1,1,2.0,0,0,1.0,0,11500.0,165.0,360.0,1
1,1,1.0,0,0,1.0,2,3875.0,67.0,360.0,0
1,1,0.0,1,0,0.0,2,4666.0,100.0,480.0,0
1,1,3.0,0,0,1.0,1,8334.0,200.0,360.0,1
0,0,1.0,0,0,1.0,1,4723.0,81.0,360.0,0
1,1,2.0,0,0,1.0,1,8667.0,236.0,360.0,1
1,1,0.0,0,0,1.0,2,7083.0,130.0,360.0,1
1,1,0.0,0,0,1.0,2,6046.0,95.0,300.0,1
1,0,0.0,0,1,1.0,0,6822.0,141.0,360.0,1
1,0,0.0,1,0,1.0,0,6216.0,133.0,360.0,0
1,0,0.0,0,0,1.0,1,2500.0,96.0,480.0,0
1,0,0.0,0,0,0.0,0,5124.0,124.0,360.0,0
1,1,1.0,0,0,1.0,1,6325.0,175.0,360.0,1
0,0,0.0,0,1,1.0,1,15759.0,55.0,360.0,1
1,1,2.0,0,0,1.0,1,5185.0,155.0,360.0,1
0,0,0.0,0,0,1.0,2,4223.0,110.0,360.0,1
1,1,3.0,0,0,1.0,0,13746.0,130.0,360.0,1
1,1,0.0,0,0,1.0,1,4310.0,130.0,360.0,1
1,0,0.0,0,0,1.0,2,3069.0,71.0,480.0,0
1,1,2.0,0,0,1.0,2,5391.0,130.0,360.0,1
1,1,0.0,0,0,1.0,1,5833.0,128.0,360.0,1
1,0,0.0,0,0,1.0,1,10173.0,296.0,360.0,1
0,0,0.0,0,0,1.0,2,6000.0,156.0,360.0,1
1,0,0.0,0,1,1.0,2,7167.0,128.0,360.0,1
1,1,2.0,0,0,1.0,2,4566.0,100.0,360.0,0
1,0,0.0,1,0,1.0,1,3946.0,132.0,360.0,1
1,1,0.0,1,0,0.0,2,6146.0,146.41216216216216,360.0,0
1,1,0.0,0,0,1.0,2,4750.0,136.0,360.0,1
1,1,0.0,0,0,1.0,0,5488.0,125.0,360.0,1
1,0,3.0,0,0,1.0,0,9167.0,185.0,360.0,1
1,1,3.0,0,0,1.0,0,9504.0,275.0,360.0,1
1,1,0.0,0,0,1.0,2,4698.0,120.0,360.0,1
1,1,2.0,0,0,1.0,2,4500.0,113.0,360.0,1
1,1,2.0,0,0,1.0,1,3759.9999999999995,135.0,360.0,1
0,0,0.0,0,0,0.0,2,3180.0,71.0,360.0,0
1,1,0.0,0,0,1.0,2,4492.0,95.0,360.0,1
1,0,0.0,1,0,1.0,0,5568.0,109.0,360.0,1
0,0,0.0,0,0,0.0,1,3300.0000000000005,103.0,360.0,0
1,0,0.0,1,0,1.0,0,2755.0,65.0,300.0,0
1,0,0.0,0,0,1.0,1,22500.0,103.0,360.0,1
0,0,0.0,1,0,1.0,1,1963.0,52.999999999999986,360.0,1
0,0,0.0,0,1,1.0,0,7441.0,194.0,360.0,0
0,0,0.0,0,0,1.0,1,4547.0,115.0,360.0,1
1,1,0.0,1,0,1.0,2,4567.0,115.0,360.0,1
0,0,0.0,1,0,1.0,0,2213.0,66.0,360.0,1
1,1,1.0,0,0,0.0,1,8300.0,152.0,300.0,0
0,0,1.0,1,1,1.0,1,3867.0,62.0,360.0,0
1,1,0.0,0,0,1.0,2,6256.0,160.0,360.0,1
1,1,0.0,1,0,0.0,0,6096.0,218.0,360.0,0
1,1,0.0,1,0,1.0,0,4286.0,110.0,360.0,1
0,1,0.0,1,0,0.0,1,5386.0,178.0,360.0,0
0,0,0.0,0,0,1.0,2,2994.9999999999995,59.999999999999986,360.0,1
0,0,1.0,0,0,1.0,2,2600.0,160.0,360.0,0
1,1,2.0,0,1,1.0,2,21600.0,239.0,360.0,0
1,1,0.0,0,0,1.0,0,3798.0,112.0,360.0,1
1,1,0.0,0,0,1.0,1,4663.0,138.0,360.0,1
1,1,0.0,0,0,1.0,0,5829.0,138.0,360.0,1
0,0,0.0,1,0,0.0,2,2720.0,80.0,360.0,0
1,1,0.0,0,0,1.0,2,3539.0000000000005,100.0,360.0,1
1,1,1.0,0,0,0.0,2,8917.0,110.0,360.0,0
1,1,0.0,0,0,1.0,1,14880.0,96.0,360.0,1
1,1,0.0,0,0,1.0,0,6966.0,121.0,360.0,1
0,0,1.0,1,0,1.0,0,4606.0,81.0,360.0,0
1,1,2.0,0,0,1.0,1,5935.0,133.0,360.0,1
1,1,0.0,0,0,1.0,0,2936.12000084,87.0,360.0,1
0,0,1.0,0,1,1.0,1,8624.0,150.0,360.0,1
1,0,0.0,0,0,0.0,0,6500.0,105.0,360.0,0
1,1,0.0,0,0,1.0,1,4765.0,143.0,360.0,1
1,0,0.0,0,0,1.0,2,3750.0,100.0,360.0,1
0,1,0.0,0,0,1.0,1,10047.0,146.41216216216216,240.0,1
1,0,0.0,0,0,1.0,1,3776.9999999999995,50.0,360.0,1
1,1,0.0,0,0,1.0,2,3338.0,146.41216216216216,360.0,1
1,0,0.0,0,1,0.0,2,10416.0,187.0,360.0,0
0,1,0.0,1,1,1.0,0,7142.0,138.0,360.0,1
1,0,0.0,0,0,1.0,1,8724.0,187.0,360.0,1
1,1,0.0,0,0,1.0,0,9734.0,180.0,360.0,1
1,0,3.0,1,0,1.0,1,6700.0,148.0,360.0,1
1,1,0.0,0,0,1.0,0,15666.0,175.0,300.0,1
1,1,1.0,0,1,1.0,0,4676.0,130.0,360.0,1
1,1,2.0,1,0,1.0,0,4652.0,110.0,360.0,1
1,1,0.0,0,0,1.0,0,4915.0,55.0,360.0,0
1,1,2.0,0,0,0.0,0,5050.0,150.0,360.0,0
1,0,1.0,1,1,1.0,1,4311.0,190.0,360.0,0
1,1,2.0,1,0,0.0,0,3564.0,125.0,360.0,0
1,1,2.0,1,0,1.0,2,3414.0000000000005,59.999999999999986,300.0,1
1,1,0.0,0,0,0.0,0,5681.0,149.0,360.0,0
1,0,0.0,0,1,1.0,1,7085.0,84.0,360.0,1
1,1,2.0,0,0,1.0,1,3859.0,96.0,360.0,1
1,1,0.0,0,0,1.0,2,4301.0,118.0,360.0,1
1,1,0.0,0,0,1.0,2,6277.0,173.0,360.0,0
1,0,2.0,0,0,1.0,0,4354.0,136.0,360.0,1
1,1,0.0,0,0,1.0,1,8334.0,160.0,360.0,0
1,1,0.0,0,1,1.0,1,6166.0,160.0,360.0,1
1,1,0.0,0,0,1.0,0,5203.0,153.0,360.0,1
0,0,1.0,1,0,1.0,1,5191.0,132.0,360.0,1
1,0,0.0,0,0,0.0,1,4166.0,98.0,360.0,0
1,0,0.0,0,0,1.0,0,6000.0,140.0,360.0,1
1,1,0.0,0,0,1.0,1,16692.0,110.0,360.0,1
0,1,2.0,1,0,1.0,1,3127.0000000000005,98.0,360.0,1
1,1,0.0,0,0,1.0,2,6784.0,110.0,360.0,0
